1,g7oa,Vari-Flex,INW MultiCare Health Center,DEACONESS HOSPITAL,ACI/NM,Not Selected,2022-11-05 20:43:15.112440
2,ked1,no description,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:43:15.112440
3,5m32,hot pink/navy top,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:43:15.112440
4,5m2z,no description,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:43:15.112440
0,5m2z,no description,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:46:21.790161
1,zwdr,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:46:21.790161
2,zwdq,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:46:21.790161
3,l4g0,Zebra skirt,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:46:21.790161
4,5m62,green thyroid,INW MultiCare Health Center,DEACONESS HOSPITAL,UROLOGY,Not Selected,2022-11-05 20:46:21.790161
5,l4da,Maroon thyroid shield (grey inside),INW MultiCare Health Center,DEACONESS HOSPITAL,OR,Thyroid Shield,2022-11-05 20:46:21.790161
6,l4jx,red/black thyroid,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Thyroid Shield,2022-11-05 20:46:21.790161
7,l4g2,Zebra vest,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Standard Vest,2022-11-05 20:46:21.790161
8,zwds,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:46:21.790161
9,g2k5,O.R. Flex,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:46:21.790161
10,zwdt,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:46:21.790161
11,zwdu,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:46:21.790161
12,zwdv,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:46:21.790161
13,l4ar,Red Thyroid Shield,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:46:21.790161
14,l4as,Red Vest,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:46:21.790161
15,l4g8,Fire thyroid shield,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Thyroid Shield,2022-11-05 20:46:21.790161
0,5m2z,no description,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:46:21.809629
1,zwdr,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:46:21.809629
2,zwdq,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:46:21.809629
3,l4g0,Zebra skirt,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:46:21.809629
4,5m62,green thyroid,INW MultiCare Health Center,DEACONESS HOSPITAL,UROLOGY,Not Selected,2022-11-05 20:46:21.809629
5,l4da,Maroon thyroid shield (grey inside),INW MultiCare Health Center,DEACONESS HOSPITAL,OR,Thyroid Shield,2022-11-05 20:46:21.809629
6,l4jx,red/black thyroid,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Thyroid Shield,2022-11-05 20:46:21.809629
7,l4g2,Zebra vest,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Standard Vest,2022-11-05 20:46:21.809629
8,zwds,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:46:21.809629
9,g2k5,O.R. Flex,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:46:21.809629
10,zwdt,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:46:21.809629
11,zwdu,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:46:21.809629
12,zwdv,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:46:21.809629
13,l4ar,Red Thyroid Shield,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:46:21.809629
14,l4as,Red Vest,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:46:21.809629
15,l4g8,Fire thyroid shield,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Thyroid Shield,2022-11-05 20:46:21.809629
0,l4g8,Fire thyroid shield,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Thyroid Shield,2022-11-05 20:48:15.739999
1,l4g9,Black and white vest,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Standard Vest,2022-11-05 20:48:15.739999
2,keef,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:48:15.739999
3,l4aq,Red Skirt,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:48:15.739999
4,l4g6,red vest,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:48:15.739999
5,5m7i,White crown vest,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:48:15.739999
6,l4jz,red/black skirt,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Standard Skirt,2022-11-05 20:48:15.739999
7,5m46,White paw skirt,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Standard Skirt,2022-11-05 20:48:15.739999
8,kedx,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:48:15.739999
9,5m73,farm animals vest,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:48:15.739999
10,l494,White paw thyroid,INW MultiCare Health Center,DEACONESS HOSPITAL,RADIOLOGY,Thyroid Shield,2022-11-05 20:48:15.739999
11,5m45,White paw vest,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Standard Vest,2022-11-05 20:48:15.739999
12,5m74,Farm animals,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Standard Skirt,2022-11-05 20:48:15.739999
13,l4gm,green speckled apron,INW MultiCare Health Center,DEACONESS HOSPITAL,OR,Not Selected,2022-11-05 20:48:15.739999
14,chca,Black glitter skirt,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:48:15.739999
15,chc8,Black glitter vest,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:48:15.739999
16,l4a1,black thyroid,INW MultiCare Health Center,DEACONESS HOSPITAL,UROLOGY,Thyroid Shield,2022-11-05 20:48:15.739999
17,5m34,no description,Not Selected,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:48:15.739999
18,keee,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:48:15.739999
19,bq4s,O.R. Flex,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:48:15.739999
20,l4gb,Red/black thyroid shield,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Thyroid Shield,2022-11-05 20:48:15.739999
21,bv2y,Reverse Vest,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:48:15.739999
22,buv9,Standard Skirt,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:48:15.739999
23,5m3o,black glitter vest,INW MultiCare Health Center,DEACONESS HOSPITAL,RADIOLOGY,Not Selected,2022-11-05 20:48:15.739999
24,hhoe,Buckle Closure - No top binding - Tethered,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:48:15.739999
25,l4dj,maroon vest (yellow inside),INW MultiCare Health Center,DEACONESS HOSPITAL,OR,Standard Vest,2022-11-05 20:48:15.739999
26,l4di,maroon thyroid (yellow inside),INW MultiCare Health Center,DEACONESS HOSPITAL,OR,Thyroid Shield,2022-11-05 20:48:15.739999
27,l4ee,maroon/yellow skirt,INW MultiCare Health Center,DEACONESS HOSPITAL,ACI/NM,Standard Skirt,2022-11-05 20:48:15.739999
28,5m1x,RED WRAP APRON,INW MultiCare Health Center,DEACONESS HOSPITAL,CT,Frontal Apron with Velcro,2022-11-05 20:48:15.739999
29,5m2p,blue denim,INW MultiCare Health Center,DEACONESS HOSPITAL,CT,Not Selected,2022-11-05 20:48:15.739999
30,5m1h,CAMO FRONTAL,INW MultiCare Health Center,DEACONESS HOSPITAL,CT,Frontal Apron with Velcro,2022-11-05 20:48:15.739999
0,l4g8,Fire thyroid shield,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Thyroid Shield,2022-11-05 20:48:15.758784
1,l4g9,Black and white vest,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Standard Vest,2022-11-05 20:48:15.758784
2,keef,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:48:15.758784
3,l4aq,Red Skirt,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:48:15.758784
4,l4g6,red vest,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:48:15.758784
5,5m7i,White crown vest,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:48:15.758784
6,l4jz,red/black skirt,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Standard Skirt,2022-11-05 20:48:15.758784
7,5m46,White paw skirt,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Standard Skirt,2022-11-05 20:48:15.758784
8,kedx,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:48:15.758784
9,5m73,farm animals vest,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:48:15.758784
10,l494,White paw thyroid,INW MultiCare Health Center,DEACONESS HOSPITAL,RADIOLOGY,Thyroid Shield,2022-11-05 20:48:15.758784
11,5m45,White paw vest,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Standard Vest,2022-11-05 20:48:15.758784
12,5m74,Farm animals,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Standard Skirt,2022-11-05 20:48:15.758784
13,l4gm,green speckled apron,INW MultiCare Health Center,DEACONESS HOSPITAL,OR,Not Selected,2022-11-05 20:48:15.758784
14,chca,Black glitter skirt,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:48:15.758784
15,chc8,Black glitter vest,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:48:15.758784
16,l4a1,black thyroid,INW MultiCare Health Center,DEACONESS HOSPITAL,UROLOGY,Thyroid Shield,2022-11-05 20:48:15.758784
17,5m34,no description,Not Selected,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:48:15.758784
18,keee,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:48:15.758784
19,bq4s,O.R. Flex,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:48:15.758784
20,l4gb,Red/black thyroid shield,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Thyroid Shield,2022-11-05 20:48:15.758784
21,bv2y,Reverse Vest,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:48:15.758784
22,buv9,Standard Skirt,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:48:15.758784
23,5m3o,black glitter vest,INW MultiCare Health Center,DEACONESS HOSPITAL,RADIOLOGY,Not Selected,2022-11-05 20:48:15.758784
24,hhoe,Buckle Closure - No top binding - Tethered,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:48:15.758784
25,l4dj,maroon vest (yellow inside),INW MultiCare Health Center,DEACONESS HOSPITAL,OR,Standard Vest,2022-11-05 20:48:15.758784
26,l4di,maroon thyroid (yellow inside),INW MultiCare Health Center,DEACONESS HOSPITAL,OR,Thyroid Shield,2022-11-05 20:48:15.758784
27,l4ee,maroon/yellow skirt,INW MultiCare Health Center,DEACONESS HOSPITAL,ACI/NM,Standard Skirt,2022-11-05 20:48:15.758784
28,5m1x,RED WRAP APRON,INW MultiCare Health Center,DEACONESS HOSPITAL,CT,Frontal Apron with Velcro,2022-11-05 20:48:15.758784
29,5m2p,blue denim,INW MultiCare Health Center,DEACONESS HOSPITAL,CT,Not Selected,2022-11-05 20:48:15.758784
30,5m1h,CAMO FRONTAL,INW MultiCare Health Center,DEACONESS HOSPITAL,CT,Frontal Apron with Velcro,2022-11-05 20:48:15.758784
0,5m1h,CAMO FRONTAL,INW MultiCare Health Center,DEACONESS HOSPITAL,CT,Frontal Apron with Velcro,2022-11-05 20:57:09.960325
1,5m1e,CAMO FRONTAL,INW MultiCare Health Center,DEACONESS HOSPITAL,CT,Frontal Apron with Velcro,2022-11-05 20:57:09.960325
2,5lz5,MULTI COLOERED THYROID,INW MultiCare Health Center,DEACONESS HOSPITAL,OR,Thyroid Shield,2022-11-05 20:57:09.960325
3,5m1f,CAMO FRONTAL APRON,INW MultiCare Health Center,DEACONESS HOSPITAL,CT,Frontal Apron with Velcro,2022-11-05 20:57:09.960325
4,l49t,pink camo apron,INW MultiCare Health Center,DEACONESS HOSPITAL,CT,Frontal Apron with Buckle,2022-11-05 20:57:09.960325
5,keej,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:57:09.960325
6,5m1g,CAMO FRONTAL,INW MultiCare Health Center,DEACONESS HOSPITAL,CT,Frontal Apron with Velcro,2022-11-05 20:57:09.960325
7,5m1c,BLACK FRONTAL,INW MultiCare Health Center,DEACONESS HOSPITAL,CT,Not Selected,2022-11-05 20:57:09.960325
8,5m1d,BLACK THYROID SHIELD ORLANDOS,INW MultiCare Health Center,DEACONESS HOSPITAL,CT,Thyroid Shield,2022-11-05 20:57:09.960325
9,5lzz,BLUE THYROID COLLAR,Not Selected,DEACONESS HOSPITAL,OR,Thyroid Shield,2022-11-05 20:57:09.960325
10,5m1y,Vari-Flex red apron,INW MultiCare Health Center,DEACONESS HOSPITAL,CT,Frontal Apron with Buckle,2022-11-05 20:57:09.960325
11,keek,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:57:09.960325
12,5lwt,LAVENDER/TEAL GEOMETRICS,INW MultiCare Health Center,DEACONESS HOSPITAL,RADIOLOGY,Frontal Apron with Velcro,2022-11-05 20:57:09.960325
13,5m2m,Blue confetti thyroid,INW MultiCare Health Center,DEACONESS HOSPITAL,BREAST CENTER,Thyroid Shield,2022-11-05 20:57:09.960325
14,fsjb,Blue lap shield,INW MultiCare Health Center,DEACONESS HOSPITAL,RADIOLOGY,Not Selected,2022-11-05 20:57:09.960325
15,l4i7,black thyroid,INW MultiCare Health Center,DEACONESS HOSPITAL,OR,Not Selected,2022-11-05 20:57:09.960325
16,fsjc,blue lap apron,INW MultiCare Health Center,DEACONESS HOSPITAL,RADIOLOGY,Not Selected,2022-11-05 20:57:09.960325
17,bu8x,Sleeves,Not Selected,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:57:09.960325
18,here,Vari-Flex,INW MultiCare Health Center,DEACONESS HOSPITAL,RADIOLOGY,Not Selected,2022-11-05 20:57:09.960325
19,5m1r,pink skirt apron,INW MultiCare Health Center,DEACONESS HOSPITAL,RADIOLOGY,Half Apron,2022-11-05 20:57:09.960325
20,5m3g,boat lap apron,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:57:09.960325
21,l47q,Rolling Sheild,INW MultiCare Health Center,ROCKWOOD CLINICS,VALLEY,Not Selected,2022-11-05 20:57:09.960325
22,5m41,Left glove,INW MultiCare Health Center,DEACONESS HOSPITAL,RADIOLOGY,Leaded Glove,2022-11-05 20:57:09.960325
23,5m40,Right glove,INW MultiCare Health Center,DEACONESS HOSPITAL,RADIOLOGY,Leaded Glove,2022-11-05 20:57:09.960325
24,5m15,navy blue lap apron,INW MultiCare Health Center,DEACONESS HOSPITAL,RADIOLOGY,Other,2022-11-05 20:57:09.960325
25,f3t3,BLUE THYROID,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Thyroid Shield,2022-11-05 20:57:09.960325
26,5lwn,"FRONTAL APRON, BLUE/GREEN PLAID",INW MultiCare Health Center,DEACONESS HOSPITAL,RADIOLOGY,Frontal Apron with Velcro,2022-11-05 20:57:09.960325
27,kecv,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:57:09.960325
28,zwdx,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:57:09.960325
29,hl7b,Hook and Loop Fastener - No top binding,INW MultiCare Health Center,DEACONESS HOSPITAL,RADIOLOGY,Not Selected,2022-11-05 20:57:09.960325
30,5m3p,Teal,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:57:09.960325
31,l4bd,Ped Triangle,INW MultiCare Health Center,DEACONESS HOSPITAL,OR,Not Selected,2022-11-05 20:57:09.960325
32,cpa1,Vari-Flex,INW MultiCare Health Center,DEACONESS HOSPITAL,RADIOLOGY,Not Selected,2022-11-05 20:57:09.960325
33,1kp4,"FRONTAL APRON, RED",Not Selected,DEACONESS HOSPITAL,OR,Frontal Apron with Velcro,2022-11-05 20:57:09.960325
34,5lxa,RED BUTTERFLY FRONTAL,INW MultiCare Health Center,DEACONESS HOSPITAL,RADIOLOGY,Frontal Apron with Velcro,2022-11-05 20:57:09.960325
35,hkcp,Vari-Flex,INW MultiCare Health Center,DEACONESS HOSPITAL,RADIOLOGY,Not Selected,2022-11-05 20:57:09.960325
36,helr,Vari-Flex,INW MultiCare Health Center,DEACONESS HOSPITAL,RADIOLOGY,Not Selected,2022-11-05 20:57:09.960325
37,5lx3,GREEN ALLIGATOR FRONTAL,INW MultiCare Health Center,DEACONESS HOSPITAL,RADIOLOGY,Frontal Apron with Velcro,2022-11-05 20:57:09.960325
38,5m1p,confetti frontal,INW MultiCare Health Center,DEACONESS HOSPITAL,RADIOLOGY,Frontal Apron with Velcro,2022-11-05 20:57:09.960325
39,5m1s,BLACK WITH PAINT SPLATTER FRONTAL,INW MultiCare Health Center,DEACONESS HOSPITAL,RADIOLOGY,Frontal Apron with Velcro,2022-11-05 20:57:09.960325
40,hl7b,Hook and Loop Fastener - No top binding,INW MultiCare Health Center,DEACONESS HOSPITAL,RADIOLOGY,Not Selected,2022-11-05 20:57:09.960325
41,5m1t,BLACK WITH SPLATTER PAINT FRONTAL,INW MultiCare Health Center,DEACONESS HOSPITAL,RADIOLOGY,Frontal Apron with Buckle,2022-11-05 20:57:09.960325
42,5m2l,blue rolling shield,INW MultiCare Health Center,DEACONESS HOSPITAL,RADIOLOGY,Not Selected,2022-11-05 20:57:09.960325
43,l4gc,red thyroid,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:57:09.960325
44,f3u2,ACU PATTERN,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Thyroid Shield,2022-11-05 20:57:09.960325
45,zwdy,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:57:09.960325
46,l4gs,Blue thyroid,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Thyroid Shield,2022-11-05 20:57:09.960325
47,5lwo,"LEADED GLOVE, GREEN",INW MultiCare Health Center,DEACONESS HOSPITAL,RADIOLOGY,Leaded Glove,2022-11-05 20:57:09.960325
48,l497,Black apron,INW MultiCare Health Center,DEACONESS HOSPITAL,RADIOLOGY,Frontal Apron with Buckle,2022-11-05 20:57:09.960325
49,ked3,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:57:09.960325
50,ked0,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:57:09.960325
51,ked2,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:57:09.960325
52,5lyo,red and black diamond,INW MultiCare Health Center,DEACONESS HOSPITAL,OR,Frontal Apron with Velcro,2022-11-05 20:57:09.960325
53,gehk,Vari-Flex,INW MultiCare Health Center,DEACONESS HOSPITAL,RADIOLOGY,Not Selected,2022-11-05 20:57:09.960325
54,5lxh,"FRONTAL APRON, PURPLE FLORAL",INW MultiCare Health Center,DEACONESS HOSPITAL,RADIOLOGY,Frontal Apron with Velcro,2022-11-05 20:57:09.960325
55,5m0f,BLUE WRAP AROUND PREGNANCY,INW MultiCare Health Center,DEACONESS HOSPITAL,OR,Wrap Around,2022-11-05 20:57:09.960325
56,5lx6,Green apron,INW MultiCare Health Center,DEACONESS HOSPITAL,RADIOLOGY,Frontal Apron with Velcro,2022-11-05 20:57:09.960325
57,l4a7,blue thyroid,INW MultiCare Health Center,DEACONESS HOSPITAL,OR,Thyroid Shield,2022-11-05 20:57:09.960325
58,5lx1,SPORT THEME THYROID SHIELD,INW MultiCare Health Center,DEACONESS HOSPITAL,RADIOLOGY,Thyroid Shield,2022-11-05 20:57:09.960325
59,l4gt,black thyroid,INW MultiCare Health Center,DEACONESS HOSPITAL,RADIOLOGY,Not Selected,2022-11-05 20:57:09.960325
60,5m23,BLUE TRIBAL,INW MultiCare Health Center,DEACONESS HOSPITAL,RADIOLOGY,Thyroid Shield,2022-11-05 20:57:09.960325
61,zv83,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:57:09.960325
62,zv84,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:57:09.960325
63,f3ty,TEAL THYROID,Not Selected,DEACONESS HOSPITAL,CATH LAB,Thyroid Shield,2022-11-05 20:57:09.960325
64,l4gh,Blue medtronic thyroid shield,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Thyroid Shield,2022-11-05 20:57:09.960325
65,kedt,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:57:09.960325
66,b8jh,Tethered Thyroid Collar With Hook and Loop Fastener,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:57:09.960325
67,zv85,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:57:09.960325
68,l4ij,red/space apron,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Frontal Apron with Velcro,2022-11-05 20:57:09.960325
69,5m78,red skirt,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Standard Skirt,2022-11-05 20:57:09.960325
70,5lxo,RED VEST,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Standard Vest,2022-11-05 20:57:09.960325
71,zv86,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:57:09.960325
72,5m79,red vest,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Standard Vest,2022-11-05 20:57:09.960325
73,5m7e,no description,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:57:09.960325
74,l4jv,red/sea thyroid,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Thyroid Shield,2022-11-05 20:57:09.960325
75,l4ik,red/sea apron,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Frontal Apron with Velcro,2022-11-05 20:57:09.960325
76,kedw,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:57:09.960325
77,l4it,maroon thyroid,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Thyroid Shield,2022-11-05 20:57:09.960325
78,l4is,maroon vest,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Standard Vest,2022-11-05 20:57:09.960325
79,l4iu,maroon skirt,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Standard Skirt,2022-11-05 20:57:09.960325
80,zv87,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:57:09.960325
81,zv88,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:57:09.960325
82,5m6y,Maroon tie dye vest,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Standard Vest,2022-11-05 20:57:09.960325
83,zv89,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:57:09.960325
84,5lxp,RED SKIRT,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Standard Skirt,2022-11-05 20:57:09.960325
85,5m3e,Yellow thyroid,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:57:09.960325
86,zv8a,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:57:09.960325
87,3r5e,"Standard Vest with Buckle Closure, blue",INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:57:09.960325
88,chrr,"Standard Skirt, blue",INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Not Selected,2022-11-05 20:57:09.960325
89,zv8d,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:57:09.960325
90,kee7,no description,Not Selected,Not Selected,Not Selected,Not Selected,2022-11-05 20:57:09.960325
91,l498,Camo thyroid,INW MultiCare Health Center,DEACONESS HOSPITAL,CATH LAB,Thyroid Shield,2022-11-05 20:57:09.960325
